cas	inchi	inchikey	smiles	formula	definition	checked	alw_cname	che_cname	che_id	chl_id	chs_id	drb_id	eea_cname	ein_id	etx_cname	etx_id	ipc_name	puc_cid	wid_cname	wid_id	zvg_id	uni_id
106-70-7	InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3	NUKZAGXMHTUAFE-UHFFFAOYSA-N	CCCCCC(=O)OC	C7H14O2	A fatty acid methyl ester derived from hexanoic (caproic acid).			methyl hexanoate	CHEBI:77322		7536							7824				
106-73-0	InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3	XNCNNDVCAUWAIT-UHFFFAOYSA-N	CCCCCCC(=O)OC	C8H16O2				Methyl heptanoate	CHEBI:88620		7538							7826				
106-75-2																						
106-79-6	InChI=1S/C12H22O4/c1-15-11(13)9-7-5-3-4-6-8-10-12(14)16-2/h3-10H2,1-2H3	ALOUNLDAKADEEB-UHFFFAOYSA-N	COC(=O)CCCCCCCCC(=O)OC	C12H22O4							7541							7829				
106-88-7	InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3	RBACIKXCRWGCBB-UHFFFAOYSA-N	CCC1CO1	C4H8O				1,2-Epoxybutane	CHEBI:82326	CHEMBL1378095	7546			203-438-2				7834	1,2-epoxybutane	Q2539029	70290	FR67H5388O
106-89-8	InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2	BRLQWZUYTZBJKN-UHFFFAOYSA-N	C1C(O1)CCl	C3H5ClO	An epoxide that is 1,2-epoxypropene in which one of the methyl hydrogens is substituted by chlorine.			epichlorohydrin	CHEBI:37144									7835				
106-92-3																						
106-94-5	InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3	CYNYIHKIEHGYOZ-UHFFFAOYSA-N	CCCBr	C3H7Br	A bromoalkane that is propane carrying a bromo substituent at position 1.			1-bromopropane	CHEBI:47105		7552							7840	1-Bromopropane	Q96619293		
106-95-6	InChI=1S/C3H5Br/c1-2-3-4/h2H,1,3H2	BHELZAPQIKSEDF-UHFFFAOYSA-N	C=CCBr	C3H5Br							7553							7841				
106-96-7	InChI=1S/C3H3Br/c1-2-3-4/h1H,3H2	YORCIIVHUBAYBQ-UHFFFAOYSA-N	C#CCBr	C3H3Br							7554							7842				
106-97-8	InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3	IJDNQMDRQITEOD-UHFFFAOYSA-N	CCCC	C4H10	A straight chain alkane composed of 4 carbon atoms.			butane	CHEBI:37808		7555							7843	Butane	Q5130692		
106-99-0	InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2	KAKZBPTYRLMSJV-UHFFFAOYSA-N	C=CC=C	C4H6	A  butadiene with unsaturation at positions 1 and 3.			buta-1,3-diene	CHEBI:39478		7557							7845	1,3-Butadiene	Q21761525		
106040-48-6					An N-sulfonylurea that is N-(2-carboxybenzenesulfonyl)urea bearing additional methyl and 4-methoxy-6-methyl-1,3,5-triazin-2-yl substituents at position N3. A foliar acting, post-emergence herbicide used to control broad-leaved weeds in cereals, normally used as the methyl variant.		tribenuron	tribenuron	CHEBI:83571		82869											
106097-12-5																						
1061618-81-2																						
1062131-71-8																						
106261-90-9																						
1064-10-04	InChI=1S/6C6H5.2Sn/c6*1-2-4-6-5-3-1;;/h6*1-5H;;	UAPQJVJCJITJET-UHFFFAOYSA-N	C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3	C36H30Sn2							21169835			213-902-6				6327129	Hexaphenyldistannane	Q4134929	490306	
1064-48-8					An organic sodium salt resulting from the formal condensation of Amido Black 10B (acid form) with two equivalents of sodium hydroxide.			Amido Black 10B	CHEBI:86230													
106457-91-4																						
1065-05-0																						
1066-30-4	InChI=1S/3C2H4O2.Cr/c3*1-2(3)4;/h3*1H3,(H,3,4);/q;;;+3/p-3	WYYQVWLEPYFFLP-UHFFFAOYSA-K	CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Cr+3]	C6H9CrO6							13394							14012				
1066-33-7	InChI=1S/CH2O3.H3N/c2-1(3)4;/h(H2,2,3,4);1H3	ATRRKUHOCOJYRX-UHFFFAOYSA-N	C(=O)(O)[O-].[NH4+]	CH5NO3														14013				
1066-45-1	InChI=1S/3CH3.ClH.Sn/h3*1H3;1H;/q;;;;+1/p-1	KWTSZCJMWHGPOS-UHFFFAOYSA-M	C[Sn](C)(C)Cl	C3H9ClSn							13398							14016				
106602-50-0																						
106603-13-8																						
106613-06-3																						
1067-14-7	InChI=1S/3C2H5.ClH.Pb/c3*1-2;;/h3*1H2,2H3;1H;/q;;;;+1/p-1	UQWYUMLFPUILRT-UHFFFAOYSA-M	CC[Pb](CC)(CC)Cl	C6H15ClPb							13401							14019				
1067-25-0	InChI=1S/C6H16O3Si/c1-5-6-10(7-2,8-3)9-4/h5-6H2,1-4H3	HQYALQRYBUJWDH-UHFFFAOYSA-N	CCC[Si](OC)(OC)OC	C6H16O3Si							55195							61254				
1067-29-4	InChI=1S/6C3H7.2Sn/c6*1-3-2;;/h6*1,3H2,2H3;;	CHDQWXWJKCWMFY-UHFFFAOYSA-N	CC[CH2].CC[CH2].CC[CH2].CC[CH2].CC[CH2].CC[CH2].[Sn].[Sn]	C18H42Sn2							32749861							101081705				
1067-33-0	InChI=1S/2C4H9.2C2H4O2.Sn/c2*1-3-4-2;2*1-2(3)4;/h2*1,3-4H2,2H3;2*1H3,(H,3,4);/q;;;;+2/p-2	JJLKTTCRRLHVGL-UHFFFAOYSA-L	CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C	C12H24O4Sn							10286896							16682740				
1067-52-3	InChI=1S/3C4H9.CH3O.Sn/c3*1-3-4-2;1-2;/h3*1,3-4H2,2H3;1H3;/q;;;-1;+1	KJGLZJQPMKQFIK-UHFFFAOYSA-N	CCCC[Sn](CCCC)(CCCC)OC	C13H30OSn							21171291							16683411				
1067-97-6																						
106700-29-2					A monocarboxylic acid amide that is acetamide substituted by a chloro group at position 2 and a  2-ethoxyethyl and a 2-methyl-1-phenylprop-1-en-1-yl at the nitrogen atom. It is an agrochemical used as a herbicide.		pethoxamid	pethoxamide	CHEBI:83523		4953376											
106728-95-4																						
106791-37-1											8515898											
1068-07-01																						
1068-57-1	InChI=1S/C2H6N2O/c1-2(5)4-3/h3H2,1H3,(H,4,5)	OFLXLNCGODUUOT-UHFFFAOYSA-N	CC(=O)NN	C2H6N2O	A carbohydrazide that is hydrazine in which one of the hydrogens is replaced by an acetyl group.			acetohydrazide	CHEBI:2422		13420							14039				
1068-90-2	InChI=1S/C9H15NO5/c1-4-14-8(12)7(10-6(3)11)9(13)15-5-2/h7H,4-5H2,1-3H3,(H,10,11)	ISOLMABRZPQKOV-UHFFFAOYSA-N	CCOC(=O)C(C(=O)OCC)NC(=O)C	C9H15NO5							13422							14041				
1069-66-5					The sodium salt of valproic acid.			sodium valproate	CHEBI:9925													
106917-52-6	InChI=1S/C13H7Cl2F3N2O4S/c14-10-3-2-8(6-9(10)13(16,17)18)25(23,24)19-12-4-1-7(20(21)22)5-11(12)15/h1-6,19H	GNVDAZSPJWCIQZ-UHFFFAOYSA-N	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F	C13H7Cl2F3N2O4S	A sulfonamide resulting from the formal condensation 4-chloro-3-(trifluoromethyl)benzenesulfonic acid with 2-chloro-4-nitroaniline. A fungicide, it is used to control Plasmodiophora brassicae in brassicas and Polymyxa betae in sugarbeet.		flusulfamide	flusulfamide	CHEBI:81801		77811							86268				
106956-33-6																						
106971-30-6																						
106998-35-0																						
0107-02-08	InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2	HGINCPLSRVDWNT-UHFFFAOYSA-N	C=CC=O	C3H4O	An enal that is prop-2-ene with an oxo group at position 1.		acrolein	acrolein	CHEBI:15368		7559							7847				
0107-03-09	InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3	SUVIGLJNEAMWEG-UHFFFAOYSA-N	CCCS	C3H8S	An alkanethiol that is propane substituted by a thiol group at position 1.			propane-1-thiol	CHEBI:8473	CHEMBL1236818	7560			203-455-5				7848	propyl mercaptan	Q161679	510684	4AB0N08V2H
107-04-0	InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2	IBYHHJPAARCAIE-UHFFFAOYSA-N	C(CBr)Cl	C2H4BrCl	A haloalkane that is bromoethane substituted by chlorine at position 2.			1-bromo-2-chloroethane	CHEBI:19032	CHEMBL160255	13854130			203-456-0				7849	1-bromo-2-chloroethane	Q27109104	492701	B2PDN2XO5U
0107-06-02	InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2	WSLDOOZREJYCGB-UHFFFAOYSA-N	C(CCl)Cl	C2H4Cl2	A member of the class of chloroethanes substituted by two chloro groups at positions 1 and 2.		ethylene dichloride	1,2-dichloroethane	CHEBI:27789		13837650							11	1,2-Dichloroethane	Q4545652		
0107-07-03	InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2	SZIFAVKTNFCBPC-UHFFFAOYSA-N	C(CCl)O	C2H5ClO	A chloroethanol carrying a chloro substituent at position 2.			2-chloroethanol	CHEBI:28200		21106015							34				
0107-08-04	InChI=1S/C3H7I/c1-2-3-4/h2-3H2,1H3	PVWOIHVRPOBWPI-UHFFFAOYSA-N	CCCI	C3H7I							31029			203-460-2				33643	propyl iodide	Q161640	492702	ND3629KE2K
0107-10-08	InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3	WGYKZJWCGVVSQN-UHFFFAOYSA-N	CCCN	C3H9N	A member of the class of  alkylamines that is propane substituted by an amino group at C-1.			propylamine	CHEBI:39870		7564							7852	Propylamine	Q58728256		
0107-11-09	InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2	VVJKKWFAADXIJK-UHFFFAOYSA-N	C=CCN	C3H7N							13835977							7853				
107-12-0	InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3	FVSKHRXBFJPNKK-UHFFFAOYSA-N	CCC#N	C3H5N	A nitrile that is acrylonitrile in which the carbon-carbon double bond has been reduced to a single bond.			propionitrile	CHEBI:26307	CHEMBL15871	7566			203-464-4				7854	propionitrile	Q414458	13670	E16N05FX3S
107-14-2	InChI=1S/C2H2ClN/c3-1-2-4/h1H2	RENMDAKOXSCIGH-UHFFFAOYSA-N	C(C#N)Cl	C2H2ClN				Chloroacetonitrile	CHEBI:82416		7568							7856	Chloroacetonitrile	Q78218900		
107-15-3	InChI=1S/C2H8N2/c3-1-2-4/h1-4H2	PIICEJLVQHRZGT-UHFFFAOYSA-N	C(CN)N	C2H8N2	An alkane-alpha,omega-diamine in which the alkane is ethane.			ethylenediamine	CHEBI:30347	CHEMBL816	13835550			203-468-6				3301	ethylenediamine	Q411362	32650	60V9STC53F
107-18-6	InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2	XXROGKLTLUQVRX-UHFFFAOYSA-N	C=CCO	C3H6O	A propenol in which the C=C bond connects C-2 and C-3. It is has been found in garlic (Allium sativum). Formerly used as a herbicide for the control of various grass and weed seeds.		allyl alcohol	allyl alcohol	CHEBI:16605	CHEMBL234926	13872989			203-470-7				7858	allyl alcohol	Q414553	24570	3W678R12M0
107-19-7	InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2	TVDSBUOJIPERQY-UHFFFAOYSA-N	C#CCO	C3H4O	A terminal acetylenic compound that is prop-2-yne substituted by a hydroxy group at position 1.			prop-2-yn-1-ol	CHEBI:28905	CHEMBL1563026	21106466			203-471-2				7859	propargyl alcohol	Q903345	29350	E920VF499L
107-20-0	InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2	QSKPIOLLBIHNAC-UHFFFAOYSA-N	C(C=O)Cl	C2H3ClO	Acetaldehyde substituted at C-2 by chlorine.			chloroacetaldehyde	CHEBI:27871	CHEMBL506976	6326			203-472-8				33	chloroacetaldehyde	Q1950418	19990	CF069F5D9C
107-21-1	InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2	LYCAIKOWRPUZTN-UHFFFAOYSA-N	C(CO)O	C2H6O2	A 1,2-glycol compound produced via reaction of ethylene oxide with water.			ethylene glycol	CHEBI:30742	CHEMBL457299	13835235			203-473-3				174	ethylene glycol	Q194207	12060	FC72KVT52F
107-22-2	InChI=1S/C2H2O2/c3-1-2-4/h1-2H	LEQAOMBKQFMDFZ-UHFFFAOYSA-N	C(=O)C=O	C2H2O2	The dialdehyde that is the smallest possible and which consists of ethane having oxo groups on both carbons.			glyoxal	CHEBI:34779		7572							7860	Glyoxal	Q61012132		
107-27-7	InChI=1S/C2H5.ClH.Hg/c1-2;;/h1H2,2H3;1H;/q;;+1/p-1	QWUGXIXRFGEYBD-UHFFFAOYSA-M	CC[Hg]Cl	C2H5ClHg	A highly toxic organomercury compound which is used as a fungicide for treating seeds.		ethylmercury chloride	ethylmercuric chloride	CHEBI:152058		8420076							7862				
107-29-9	InChI=1S/C2H5NO/c1-2-3-4/h2,4H,1H3	FZENGILVLUJGJX-UHFFFAOYSA-N	CC=NO	C2H5NO	An aldoxime derived from acetaldehyde.			acetaldehyde oxime	CHEBI:28465		7575							7863				
107-31-3	InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3	TZIHFWKZFHZASV-UHFFFAOYSA-N	COC=O	C2H4O2	A formate ester resulting from the formal condensation of formic acid with methanol. A low-boiling (31.5 degreeC) colourless, flammable liquid, it has been used as a fumigant and larvicide for tobacco and food crops.			methyl formate	CHEBI:77699	CHEMBL295026	7577			203-481-7				7865	methyl formate	Q422779	29040	1MPH591FTG
107-32-4	InChI=1S/CH2O3/c2-1-4-3/h1,3H	SCKXCAADGDQQCS-UHFFFAOYSA-N	C(=O)OO	CH2O3							59441							66051				
107-35-7	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	XOAAWQZATWQOTB-UHFFFAOYSA-N	C(CS(=O)(=O)O)N	C2H7NO3S	An amino sulfonic acid that is the 2-amino derivative of ethanesulfonic acid. It is a naturally occurring amino acid derived from  methionine and cysteine metabolism. An abundant component of fish- and meat-based foods, it has been used as an oral supplement in the treatment of disorders such as cystic fibrosis and hypertension.			taurine	CHEBI:15891		1091							1123	Taurine	Q31212692		
107-36-8	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)	SUMDYPCJJOFFON-UHFFFAOYSA-N	C(CS(=O)(=O)O)O	C2H6O4S	An alkanesulfonic acid in which the sulfo group is directly linked to a  2-hydroxyethyl group.			isethionic acid	CHEBI:1157		7578			203-484-3				7866	isethionic acid	Q339734		97J3QN9884
107-39-1	InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3	FXNDIJDIPNCZQJ-UHFFFAOYSA-N	CC(=C)CC(C)(C)C	C8H16							7580							7868	Diisobutylene	Q70268782		
107-41-5	InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3	SVTBMSDMJJWYQN-UHFFFAOYSA-N	CC(CC(C)(C)O)O	C6H14O2	A glycol in which the two hydroxy groups are at positions 2 and 4 of 2-methylpentane (isopentane).			2-methylpentane-2,4-diol	CHEBI:62995	CHEMBL2104293	13884973			203-489-0				7870	2-methyl-2,4-pentanediol	Q2792203	37280	KEH0A3F75J
107-43-7					The amino acid betaine derived from glycine.			glycine betaine	CHEBI:17750													
107-44-8					A racemate composed of equal amounts of (R)- and (S)-sarin. A potent and irreversible inhibitor of acetylcholinesterase that is toxic to the nervous system and is employed as a chemical warfare agent.			sarin	CHEBI:75701													
107-45-9	InChI=1S/C8H19N/c1-7(2,3)6-8(4,5)9/h6,9H2,1-5H3	QIJIUJYANDSEKG-UHFFFAOYSA-N	CC(C)(C)CC(C)(C)N	C8H19N							54977							61017				
107-47-1	InChI=1S/C8H18S/c1-7(2,3)9-8(4,5)6/h1-6H3	LNMBCRKRCIMQLW-UHFFFAOYSA-N	CC(C)(C)SC(C)(C)C	C8H18S							7584							7872				
107-49-3							TEPP	TEPP	CHEBI:82149													
107-56-2	InChI=1S/C6H15O2PS2/c1-5(2)7-9(10,11)8-6(3)4/h5-6H,1-4H3,(H,10,11)	SZXCCXFNQHQRGF-UHFFFAOYSA-N	CC(C)OP(=S)(OC(C)C)S	C6H15O2PS2							7588							7876				
107-59-5																						
107-64-2																						
107-66-4	InChI=1S/C8H19O4P/c1-3-5-7-11-13(9,10)12-8-6-4-2/h3-8H2,1-2H3,(H,9,10)	JYFHYPJRHGVZDY-UHFFFAOYSA-N	CCCCOP(=O)(O)OCCCC	C8H19O4P							7593							7881				
107-73-3					An organic chloride salt comprising a choline phosphate cation and chloride anion.			phosphorylcholine chloride	CHEBI:61040													
107-75-5	InChI=1S/C10H20O2/c1-9(6-8-11)5-4-7-10(2,3)12/h8-9,12H,4-7H2,1-3H3	WPFVBOQKRVRMJB-UHFFFAOYSA-N	CC(CCCC(C)(C)O)CC=O	C10H20O2	The tertiary alcohol arising from addition of water across the C=C double bond of citronellal.			hydroxycitronellal	CHEBI:53459	CHEMBL3186027	7600			203-518-7				7888	hydroxycitronellal	Q25100775	32330	8SQ0VA4YUR
107-80-2	InChI=1S/C4H8Br2/c1-4(6)2-3-5/h4H,2-3H2,1H3	XZNGUVQDFJHPLU-UHFFFAOYSA-N	CC(CCBr)Br	C4H8Br2							7601			203-520-8				7889	1,3-Dibromobutane	Q72463995		
107-82-4	InChI=1S/C5H11Br/c1-5(2)3-4-6/h5H,3-4H2,1-2H3	YXZFFTJAHVMMLF-UHFFFAOYSA-N	CC(C)CCBr	C5H11Br						CHEMBL158800	7603			203-522-9				7891	1-bromo-3-methylbutane	Q8486033		CZM50594QA
107-83-5	InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3	AFABGHUZZDYHJO-UHFFFAOYSA-N	CCCC(C)C	C6H14					CHEBI:88374	CHEMBL30909	7604			203-523-4				7892	2-methylpentane	Q209445	37070	49IB0U6MLD
107-85-7	InChI=1S/C5H13N/c1-5(2)3-4-6/h5H,3-4,6H2,1-2H3	BMFVGAAISNGQNM-UHFFFAOYSA-N	CC(C)CCN	C5H13N	A primary aliphatic amine that is butan-1-amine carrying a methyl substituent at position 3.			isopentylamine	CHEBI:43689		7606							7894				
107-87-9	InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3	XNLICIUVMPYHGG-UHFFFAOYSA-N	CCCC(=O)C	C5H10O	A pentanone carrying an oxo substituent at position 2.			pentan-2-one	CHEBI:16472	CHEMBL45345	7607			203-528-1				7895	2-pentanone	Q209460	30960	I97392I10V
107-88-0	InChI=1S/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3	PUPZLCDOIYMWBV-UHFFFAOYSA-N	CC(CCO)O	C4H10O2	A butanediol compound having two hydroxy groups in the 1- and 3-positions.			butane-1,3-diol	CHEBI:52683	CHEMBL3186475	13837670	2202		203-529-7				7896	butylene glycol	Q161496	12070	3XUS85K0RA
107-91-5	InChI=1S/C3H4N2O/c4-2-1-3(5)6/h1H2,(H2,5,6)	DGJMPUGMZIKDRO-UHFFFAOYSA-N	C(C#N)C(=O)N	C3H4N2O						CHEMBL2333142	7610			203-531-8				7898	cyanoacetamide	Q1146906		YBK38G2YXH
107-92-6	InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)	FERIUCNNQQJTOY-UHFFFAOYSA-N	CCCC(=O)O	C4H8O2	A straight-chain saturated fatty acid that is butane in which one of the terminal methyl groups has been oxidised to a carboxy group.			butyric acid	CHEBI:30772	CHEMBL14227	259	3568		203-532-3				264	butyric acid	Q193213	12610	40UIR9Q29H
107-93-7	InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2+	LDHQCZJRKDOVOX-NSCUHMNNSA-N	CC=CC(=O)O	C4H6O2	A but-2-enoic acid with a trans- double bond at C-2. It has been isolated from Daucus carota.			crotonic acid	CHEBI:41131	CHEMBL1213528	552744	2074		203-533-9				637090	crotonic acid	Q414207	37910	YW5WZZ4O5Q
107-94-8	InChI=1S/C3H5ClO2/c4-2-1-3(5)6/h1-2H2,(H,5,6)	QEYMMOKECZBKAC-UHFFFAOYSA-N	C(CCl)C(=O)O	C3H5ClO2							7611							7899				
107-95-9	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)	UCMIRNVEIXFBKS-UHFFFAOYSA-N	C(CN)C(=O)O	C3H7NO2	A naturally-occurring beta-amino acid comprising propionic acid with the amino group in the 3-position.			beta-alanine	CHEBI:16958	CHEMBL297569	234	3107		203-536-5				239	β-alanine	Q310919	531070	11P2JDE17B
107-96-0	InChI=1S/C3H6O2S/c4-3(5)1-2-6/h6H,1-2H2,(H,4,5)	DKIDEFUBRARXTE-UHFFFAOYSA-N	C(CS)C(=O)O	C3H6O2S	A mercaptopropanoic acid that is propanoic acid carrying a sulfanyl group at position 3.			3-mercaptopropanoic acid	CHEBI:44111	CHEMBL358697	6267			203-537-0				6514	3-mercaptopropionic acid	Q11751618	492709	B03TJ3QU9M
107-97-1	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	CNCC(=O)O	C3H7NO2	A N-alkylglycine that is the N-methyl derivative of glycine. It is an intermediate in the metabolic pathway of glycine.			sarcosine	CHEBI:15611		1057							1088				
107-98-2	InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3	ARXJGSRGQADJSQ-UHFFFAOYSA-N	CC(COC)O	C4H10O2						CHEMBL3186306	7612			203-539-1				7900	1-methoxy-2-propanol	Q1884806	71430	74Z7JO8V3U
1070-19-5	InChI=1S/C5H9N3O2/c1-5(2,3)10-4(9)7-8-6/h1-3H3	ISHLCKAQWKBMAU-UHFFFAOYSA-N	CC(C)(C)OC(=O)N=[N+]=[N-]	C5H9N3O2							55197							61256	Carbonazidic acid, 1,1-dimethylethyl ester	Q81989480		
1070-35-5																						
1070-83-3	InChI=1S/C6H12O2/c1-6(2,3)4-5(7)8/h4H2,1-3H3,(H,7,8)	MLMQPDHYNJCQAO-UHFFFAOYSA-N	CC(C)(C)CC(=O)O	C6H12O2	A dimethylbutyric acid in which both methyl substituents are at C3; used as an intermediate in the synthesis of medicines and agricultural chemicals.			3,3-dimethylbutyric acid	CHEBI:38647	CHEMBL1232385	13438			213-982-2				14057	3,3-dimethylbutanoic acid	Q27117927	493869	Q80K0TZQ55
1070975-53-9																						
107128-79-0																						
107137-93-9																						
107149-80-4	InChI=1S/C13H17ClO3/c1-10-6-7-11(14)12(9-10)17-8-4-2-3-5-13(15)16/h6-7,9H,2-5,8H2,1H3,(H,15,16)	ONXCKNSGDWDZOJ-UHFFFAOYSA-N	CC1=CC(=C(C=C1)Cl)OCCCCCC(=O)O	C13H17ClO3							44447283							64297303				
1071847-43-2																						
1072-15-7	InChI=1S/C9H20O4S.Na/c1-2-3-4-5-6-7-8-9-13-14(10,11)12;/h2-9H2,1H3,(H,10,11,12);/q;+1/p-1	FTWCSAMTIKSPAT-UHFFFAOYSA-M	CCCCCCCCCOS(=O)(=O)[O-].[Na+]	C9H19NaO4S														23677967				
1072-24-8																						
1072-32-8	InChI=1S/C13H25NS/c1-2-3-4-5-6-7-8-9-10-11-12-14-13-15/h2-12H2,1H3	LPVQVNLMFKGGCH-UHFFFAOYSA-N	CCCCCCCCCCCCN=C=S	C13H25NS							59506							66118				
1072-44-2	InChI=1S/C3H7N/c1-4-2-3-4/h2-3H2,1H3	XLJQPXVBQNJNLW-UHFFFAOYSA-N	CN1CC1	C3H7N							13454							14073				
1072-52-2	InChI=1S/C4H9NO/c6-4-3-5-1-2-5/h6H,1-4H2	VYONOYYDEFODAJ-UHFFFAOYSA-N	C1CN1CCO	C4H9NO				2-(1-Aziridinyl)ethanol	CHEBI:82393	CHEMBL118671	21106572			214-009-4				14074	2-(1-aziridinyl)ethanol	Q27155916		R20BLL91L5
1072-97-5	InChI=1S/C5H5BrN2/c6-4-1-2-5(7)8-3-4/h1-3H,(H2,7,8)	WGOLHUGPTDEKCF-UHFFFAOYSA-N	C1=CC(=NC=C1Br)N	C5H5BrN2							63790			214-019-9				70622	2-amino-5-bromopyridine	Q27276127		D5QE8XW52U
107254-86-4	InChI=1S/C16H16N2O4/c19-16(20)14-11-13(18(21)22)8-9-15(14)17-10-4-7-12-5-2-1-3-6-12/h1-3,5-6,8-9,11,17H,4,7,10H2,(H,19,20)	WBSMIPAMAXNXFS-UHFFFAOYSA-N	C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O	C16H16N2O4				5-Nitro-2-(3-phenylpropylamino)benzoic acid	CHEBI:34457		4390							4549				
1072957-71-1							benzovindiflupyr															
1073-00-3	InChI=1S/C6H8O2/c1-4-2-5(4)3-6(7)8/h5H,1-3H2,(H,7,8)	QJBXAEKEXKLLLZ-UHFFFAOYSA-N	C=C1CC1CC(=O)O	C6H8O2						CHEMBL314481	8389873			663-620-6				10214381	2-methylenecyclopropaneacetic acid	Q21099575		516144FI4M
107342-55-2																						
1074-11-09	InChI=1S/C8H8Cl2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8H,6H2	GCXHSBQTVXCWBK-UHFFFAOYSA-N	C1=CC=C(C=C1)C(CCl)Cl	C8H8Cl2							510259							14089				
1074-24-4	InChI=1S/C8H10Br2/c1-6-5-7(9)3-4-8(6,2)10/h3-6H,1-2H3	BEBQYPFPMBNGNG-UHFFFAOYSA-N	CC1C=C(C=CC1(C)Br)Br	C8H10Br2														66875587				
1074-82-4	InChI=1S/C8H5NO2.K/c10-7-5-3-1-2-4-6(5)8(11)9-7;/h1-4H,(H,9,10,11);/q;+1/p-1	FYRHIOVKTDQVFC-UHFFFAOYSA-M	C1=CC=C2C(=C1)C(=O)[N-]C2=O.[K+]	C8H4KNO2							13474							3356745				
1074-89-1	InChI=1S/C6H6N4O/c1-11-6-4-5(8-2-7-4)9-3-10-6/h2-3H,1H3,(H,7,8,9,10)	GOILPRCCOREWQE-UHFFFAOYSA-N	COC1=NC=NC2=C1NC=N2	C6H6N4O							63800							70632				
107430-51-3	InChI=1S/C25H26O2/c1-24(2)11-12-25(3,4)22-15-20-13-18(9-10-19(20)14-21(22)24)16-5-7-17(8-6-16)23(26)27/h5-10,13-15H,11-12H2,1-4H3,(H,26,27)	KBUHKLGVLUHYJL-UHFFFAOYSA-N	CC1(CCC(C2=C1C=C3C=CC(=CC3=C2)C4=CC=C(C=C4)C(=O)O)(C)C)C	C25H26O2							106595							119342	4-(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-anthracenyl)benzoic acid	Q82002788		
107452-09-5																						
107452-12-0																						
107452-13-1																						
107461-80-3																						
107471-22-7																						
107484-83-3																						
107484-84-4	InChI=1S/C12H14N2O2S/c1-9(2)14-11(15)13(8-17-12(14)16)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3	GOJMUZCNDMODEZ-UHFFFAOYSA-N	CC(C)N1C(=O)N(CSC1=O)C2=CC=CC=C2	C12H14N2O2S							23089826							46737749	dihydro-3-(1-methylethyl)-5-phenyl-2H-1,3,5-thiadiazine-2,4(3H)-dione	Q27289423		SVX2J2N835
107484-86-6																						
